"Date","total_precip_mm","minTemp_C","maxTemp_C","AveTemp_C"
2016-10-11,0,0.246,14.649,5.726
2016-10-12,4.6,0.163,15.008,6.521
2016-10-13,44.2,7.72,13.666,11.148
2016-10-14,38.8,8.916,13.088,10.798
2016-10-15,12.8,9.41,11.783,10.381
2016-10-16,11,9.706,12.534,10.667
2016-10-17,3.6,7.945,15.796,10.469
2016-10-18,1.2,7.041,14.409,9.488
2016-10-19,7.8,5.77,11.443,8.791
2016-10-20,12.2,6.382,15.509,10.988
2016-10-21,6,5.77,11.273,8.236
2016-10-22,0,5.076,11.175,7.73
2016-10-23,3.8,8.145,12.896,10.174
2016-10-24,1.2,9.139,11.54,10.168
2016-10-25,4,6.864,15.7,10.209
2016-10-26,14.2,5.949,9.952,8.653
2016-10-27,8.4,8.717,14.026,10.664
2016-10-28,2.2,8.767,15.438,10.571
2016-10-29,1.8,8.344,13.112,9.586
2016-10-30,6.8,6.077,11.589,9.185
2016-10-31,8,6.585,11.88,9.159
2016-11-01,8.6,6.687,11.005,8.596
2016-11-02,26.4,9.287,11.467,10.362
2016-11-03,0,6.357,15.581,10.23
2016-11-04,2.4,3.827,9.632,6.838
2016-11-05,19.2,8.419,12.437,10.603
2016-11-06,0.2,7.519,12.654,9.784
2016-11-07,6.2,9.336,12.364,10.638
2016-11-08,2,10.369,15.438,12.594
2016-11-09,9.4,12.171,15.103,13.159
2016-11-10,0,8.444,14.721,11.334
2016-11-11,4,10.173,12.654,11.031
2016-11-12,6.4,6.433,14.792,11.007
2016-11-13,14.4,6.788,10.296,8.912
2016-11-14,0.4,5.05,11.759,7.843
2016-11-15,0.6,5.821,13.112,7.634
2016-11-16,6.8,2.877,10.345,5.435
2016-11-17,0.2,1.099,8.866,4.693
2016-11-18,0.2,3.089,8.295,6.081
2016-11-19,1.8,5.334,10.173,7.494
2016-11-20,2.6,6.839,10.858,8.978
2016-11-21,0,2.423,12.001,7.285
2016-11-22,35.4,3.301,9.015,7.024
2016-11-23,1.2,3.354,9.435,6.225
2016-11-24,38.2,4.506,7.645,6.222
2016-11-25,3.4,1.615,7.795,4.935
2016-11-26,36,2.209,6.281,4.348
2016-11-27,10.8,0.797,6.382,3.087
2016-11-28,0.2,0.246,7.895,2.923
2016-11-29,0.6,1.262,7.795,5.079
2016-11-30,3.2,2.396,9.312,6.316
2016-12-01,0.8,-0.591,6.357,2.596
2016-12-02,1,5.668,10.98,7.586
2016-12-03,1.8,3.38,7.77,5.645
2016-12-04,0,-1.47,6.585,2.412
2016-12-05,6.4,-1.1,1.371,0.216
2016-12-06,0.6,-1.47,0.605,-0.278
2016-12-07,1.2,-6.61,0.163,-3.45
2016-12-08,0,-5.295,0.632,-1.603
2016-12-09,0,-1.958,0.605,-0.49
2016-12-10,12.2,-0.676,3.749,0.846
2016-12-11,20.2,-0.032,4.324,2.216
2016-12-12,5.4,-1.584,2.423,0.561
2016-12-13,0,-3.717,1.805,-1.743
2016-12-14,0,-6.452,-0.032,-3.493
2016-12-15,0,-6.834,0.605,-4.153
2016-12-16,0,-8.033,0.55,-3.578
2016-12-17,0,-8.831,0.163,-4.117
2016-12-18,2.6,-2.363,2.637,-0.405
2016-12-19,26.4,0.55,4.662,2.599
2016-12-20,7.6,1.94,8.444,5.109
2016-12-21,0,0.412,6.99,2.793
2016-12-22,0.4,-0.732,6.408,2.316
2016-12-23,13.6,-0.873,3.564,1.777
2016-12-24,0,-3.33,2.877,-1.406
2016-12-25,0.2,-4.318,0.632,-2.245
2016-12-26,26.6,-1.9,3.564,0.732
2016-12-27,0.8,0.412,7.469,2.903
2016-12-28,0.8,0.88,6.281,3.293
2016-12-29,9.2,1.751,5.36,3.395
2016-12-30,0.2,-2.363,5.642,0.39
2016-12-31,0.4,-3.508,2.53,-0.758
2017-01-01,0.8,-1.185,3.459,1.332
2017-01-02,0,-2.015,1.099,-0.332
2017-01-03,0,-7.706,0.495,-2.602
2017-01-04,0,-5.636,3.722,-1.911
2017-01-05,0,-7.381,2.797,-3.851
2017-01-06,0,-3.271,2.664,0.136
2017-01-07,0,-5.979,2.877,-2.045
2017-01-08,0.6,0.079,2.983,1.078
2017-01-09,14.4,-0.451,4.688,1.271
2017-01-10,0,-2.218,2.69,0.682
2017-01-11,0,-8.864,2.503,-4.271
2017-01-12,0,-9.405,1.967,-5.414
2017-01-13,0.2,-6.898,1.371,-3.45
2017-01-14,0,-6.994,3.301,-3.024
2017-01-15,0,-3.896,6.026,-0.118
2017-01-16,1.2,-0.395,4.869,1.882
2017-01-17,21.2,1.913,7.845,4.427
2017-01-18,22.6,6.585,10.443,8.018
2017-01-19,4.8,4.063,9.188,6.026
2017-01-20,0.8,1.967,7.87,4.47
2017-01-21,0.8,2.074,9.485,5.035
2017-01-22,4.2,2.61,6.331,4.504
2017-01-23,0.2,-0.535,9.879,2.571
2017-01-24,0,-2.247,5.514,1.288
2017-01-25,0,1.588,6.636,3.662
2017-01-26,0,1.153,6.864,3.976
2017-01-27,0,1.751,7.795,4.29
2017-01-28,0,-0.283,8.17,2.333
2017-01-29,1.2,-0.93,11.419,4.082
2017-01-30,0,-1.071,5.693,2.621
2017-01-31,0,-1.785,5.385,1.604
2017-02-01,0,-2.044,5.231,2.076
2017-02-02,0,-0.199,6.535,2.669
2017-02-03,0,-1.327,0.989,0.019
2017-02-04,1.2,-0.032,1.615,0.464
2017-02-05,10.4,-0.535,3.063,0.449
2017-02-06,1.2,-2.015,0.19,-1.239
2017-02-07,5.2,-3.006,2.877,-0.682
2017-02-08,0,-4.318,-0.116,-1.898
2017-02-09,63.4,-0.06,7.67,2.309
2017-02-10,2.6,0.439,7.619,4.405
2017-02-11,0,-0.563,10.247,3.509
2017-02-12,0,-0.845,9.928,2.356
2017-02-13,0,-2.421,12.558,2.538
2017-02-14,9.4,-1.327,7.97,2.931
2017-02-15,30.2,3.906,9.485,7.089
2017-02-16,0.6,5.591,13.69,8.438
2017-02-17,1.2,2.101,8.817,5.233
2017-02-18,1.4,1.697,6.535,4.104
2017-02-19,3.6,3.801,8.891,5.389
2017-02-20,0,1.615,8.767,4.537
2017-02-21,0.2,-0.451,10.59,3.959
2017-02-22,0,-2.247,8.12,1.774
2017-02-23,0,-3.271,7.268,0.754
2017-02-24,3.4,-1.814,4.869,0.605
2017-02-25,0.2,-3.153,7.268,1.675
2017-02-26,3.2,-1.785,7.745,2.76
2017-02-27,3.6,-3.094,3.089,-0.551
2017-02-28,0.6,-2.83,6.661,1.615
2017-03-01,0.8,3.643,7.97,5.482
2017-03-02,1.4,3.538,7.594,5.835
2017-03-03,6,1.262,7.77,5.199
2017-03-04,0,-1.47,7.066,2.607
2017-03-05,4.2,-1.015,3.512,1.522
2017-03-06,0,-1.242,6.026,1.663
2017-03-07,12,-0.255,5.231,2.649
2017-03-08,2.6,-1.327,6.382,2.162
2017-03-09,5,0.273,3.036,1.178
2017-03-10,8.4,0.439,10.663,4.901
2017-03-11,11.6,2.797,9.139,5.457
2017-03-12,2.8,5.975,10.222,8.197
2017-03-13,7.2,7.167,10.222,8.36
2017-03-14,9.4,8.045,15.891,10.929
2017-03-15,5.6,4.818,11.977,7.814
2017-03-16,1.6,1.208,9.46,5.665
2017-03-17,13,2.396,8.195,5.007
2017-03-18,12.8,1.561,9.903,5.205
2017-03-19,0.2,-0.873,9.287,3.592
2017-03-20,0.4,1.235,11.053,5.517
2017-03-21,5.6,5.179,11.832,7.163
2017-03-22,1.8,3.433,13.209,8.529
2017-03-23,2.2,3.248,10.394,6.711
2017-03-24,7,4.688,13.016,7.796
2017-03-25,0.2,2.236,11.953,6.423
2017-03-26,7.8,2.717,7.469,5.253
2017-03-27,0,4.532,12.025,8.01
2017-03-28,7.6,6.408,10.59,8.428
2017-03-29,17.4,6.585,14.529,8.991
2017-03-30,0,1.453,13.81,7.432
2017-03-31,1,4.037,12.389,8.005
2017-04-01,3.6,6.23,12.558,8.7
2017-04-02,0.4,1.643,12.678,6.837
2017-04-03,0.2,-1.413,12.606,5.168
2017-04-04,7.6,3.248,11.662,7.616
2017-04-05,14,7.795,11.953,9.432
2017-04-06,2.2,7.091,13.185,9.354
2017-04-07,13,6.382,12.292,8.191
2017-04-08,2,5.076,10.345,7.301
2017-04-09,11.2,1.344,11.467,6.602
2017-04-10,1.8,3.327,10.638,7.217
2017-04-11,0.2,0.934,11.759,6.919
2017-04-12,13.8,5.975,11.224,8.58
2017-04-13,9.2,4.61,11.419,7.746
2017-04-14,0,3.221,12.896,7.516
2017-04-15,0,3.38,13.762,8.018
2017-04-16,0.2,1.394,16.201,8.323
2017-04-17,4.1,8.247,13.108,10.359
2017-04-18,2.1,8.15,15.17,11.377
2017-04-19,4.8,7.088,14.036,10.257
2017-04-20,5.7,4.868,13.83,8.934
2017-04-21,0.2,3.517,17.129,9.85
2017-04-22,2.7,6.992,14.139,10.257
2017-04-23,0.6,6.22,12.18,8.832
2017-04-24,0.2,5.158,15.067,9.748
2017-04-25,0.5,5.061,13.211,8.73
2017-04-26,1.2,7.861,14.139,10.664
2017-04-27,4.4,5.351,11.665,8.12
2017-04-28,0.2,1.104,15.273,7.713
2017-04-29,2.7,2.262,9.809,5.575
2017-04-30,0.2,5.737,15.17,10.054
2017-05-01,1.2,5.93,12.696,8.934
2017-05-02,2.7,2.552,14.242,7.916
2017-05-03,1.6,10.467,15.892,12.904
2017-05-04,0.2,12.687,24.862,18.502
2017-05-05,1.5,8.826,16.408,12.293
2017-05-06,1.9,4.772,14.139,9.036
2017-05-07,0.2,1.876,16.408,8.629
2017-05-08,0.2,6.702,16.614,11.275
2017-05-09,0.2,4.386,18.676,11.071
2017-05-10,0.2,8.44,17.439,12.598
2017-05-11,7.2,8.44,14.552,11.173
2017-05-12,6.9,5.737,12.077,8.527
2017-05-13,0.2,4.289,13.727,8.629
2017-05-14,0.7,4.482,14.139,8.934
2017-05-15,10.1,7.378,10.015,8.425
2017-05-16,2.3,4.868,14.758,9.443
2017-05-17,0.2,5.641,15.48,10.155
2017-05-18,0.2,7.957,17.851,12.598
2017-05-19,0.2,8.247,19.191,13.412
2017-05-20,0.2,10.853,23.625,16.975
2017-05-21,0.2,8.343,24.553,16.059
2017-05-22,0.2,9.695,28.059,18.502
2017-05-23,0.2,9.888,26.512,17.891
2017-05-24,0.2,6.123,17.748,11.58
2017-05-25,0.2,6.316,22.903,14.227
2017-05-26,0.2,7.764,26.409,16.67
2017-05-27,0.2,10.177,28.574,19.011
2017-05-28,0.2,10.853,29.915,20.028
2017-05-29,0.2,11.239,29.09,19.825
2017-05-30,4.6,12.011,16.408,14.023
2017-05-31,3.6,9.791,17.232,13.209
2017-06-01,0.4,12.59,18.367,15.245
2017-06-02,1.3,11.625,19.604,15.346
2017-06-03,0.2,10.563,18.985,14.532
2017-06-04,0.2,6.702,20.326,13.107
2017-06-05,0.2,6.123,23.006,14.125
2017-06-06,0.2,9.501,28.368,18.603
2017-06-07,0.2,11.142,26.409,18.502
2017-06-08,8.7,10.177,16.614,13.107
2017-06-09,0.2,5.737,18.264,11.58
2017-06-10,0.7,7.571,19.191,13.005
2017-06-11,0.2,7.668,21.357,14.125
2017-06-12,0.2,11.239,22.078,16.364
2017-06-13,0.2,11.625,17.954,14.532
2017-06-14,0.2,9.115,14.964,11.784
2017-06-15,13.3,10.66,14.036,12.089
2017-06-16,0.2,9.212,21.047,14.837
2017-06-17,0.2,8.15,16.098,11.784
2017-06-18,1.7,11.142,14.964,12.802
2017-06-19,0.2,13.169,22.182,17.484
2017-06-20,0.2,14.424,24.038,19.011
2017-06-21,0.2,7.571,20.326,13.616
2017-06-22,0.2,7.281,23.934,15.245
2017-06-23,0.2,6.992,27.956,17.077
2017-06-24,0.2,9.888,31.771,20.436
2017-06-25,0.2,11.432,31.667,21.25
2017-06-26,0.2,14.81,24.656,19.519
2017-06-27,0.2,10.177,21.975,15.753
2017-06-28,0.2,10.853,23.006,16.67
2017-06-29,0.2,11.239,26.718,18.705
2017-06-30,0.2,12.783,29.708,20.944
2017-07-01,0.2,12.783,24.759,18.502
2017-07-02,0.2,11.915,26.718,19.011
2017-07-03,0.2,9.984,22.594,15.957
2017-07-04,0.2,9.212,26.409,17.484
2017-07-05,0.2,10.66,30.224,20.13
2017-07-06,0.2,12.59,30.018,21.046
2017-07-07,0.2,12.494,26.925,19.418
2017-07-08,0.2,11.335,27.028,18.909
2017-07-09,0.2,16.065,26.203,20.944
2017-07-10,0.2,13.555,22.697,17.891
2017-07-11,0.2,9.212,24.244,16.364
2017-07-12,0.2,10.467,24.656,17.28
2017-07-13,0.2,14.81,22.285,18.4
2017-07-14,0.2,9.115,25.79,17.077
2017-07-15,0.2,11.915,24.141,17.789
2017-07-16,0.2,13.845,23.213,18.298
2017-07-17,0.2,8.44,26.409,17.077
2017-07-18,0.2,9.019,28.368,18.298
2017-07-19,0.2,10.66,26.409,18.196
2017-07-20,0.2,15.003,22.903,18.807
2017-07-21,0.5,10.563,19.707,14.837
2017-07-22,0.2,15.969,22.491,19.112
2017-07-23,0.2,11.818,24.656,17.993
2017-07-24,0.2,9.019,28.368,18.298
2017-07-25,0.2,10.853,28.78,19.519
2017-07-26,0.2,12.687,28.162,20.13
2017-07-27,0.2,11.625,24.862,17.993
2017-07-28,0.2,11.142,26.1,18.298
2017-07-29,0.2,10.66,28.471,19.214
2017-07-30,0.2,15.389,28.059,21.555
2017-07-31,0.2,11.722,29.605,20.334
2017-08-01,0.2,10.853,30.327,20.232
2017-08-02,0.2,13.749,33.42,23.285
2017-08-03,0.2,13.845,34.142,23.693
2017-08-04,0.2,14.424,30.224,22.064
2017-08-05,0.2,13.652,27.028,20.13
2017-08-06,0.2,13.073,29.915,21.25
2017-08-07,0.2,14.135,28.987,21.352
2017-08-08,0.2,13.362,29.708,21.25
2017-08-09,0.2,13.845,31.667,22.471
2017-08-10,0.2,14.617,31.771,22.98
2017-08-11,0.2,14.617,30.533,22.369
2017-08-12,2.1,14.81,24.244,19.316
2017-08-13,1.3,14.907,23.419,19.011
2017-08-14,0.2,10.949,23.11,16.771
2017-08-15,0.2,9.984,25.687,17.484
2017-08-16,0.2,12.494,27.131,19.519
2017-08-17,0.2,12.108,25.687,18.603
2017-08-18,0.2,12.011,25.378,18.4
2017-08-19,0.2,11.432,23.522,17.178
2017-08-20,0.2,11.432,25.481,18.196
2017-08-21,0.2,11.335,27.852,19.316
2017-08-22,0.2,12.59,31.255,21.657
2017-08-23,0.2,14.038,26.409,20.028
2017-08-24,0.2,12.88,23.006,17.687
2017-08-25,0.2,10.274,23.831,16.771
2017-08-26,0.2,9.501,27.749,18.298
2017-08-27,0.2,11.625,31.461,21.25
2017-08-28,0.2,11.625,32.492,21.759
2017-08-29,0.2,11.915,32.699,21.962
2017-08-30,0.2,13.266,24.347,18.603
2017-08-31,0.2,12.011,25.275,18.4
2017-09-01,0.2,10.853,27.131,18.705
2017-09-02,0.2,12.301,32.183,21.962
2017-09-03,0.2,13.266,32.905,22.777
2017-09-04,0.2,13.073,34.761,23.591
2017-09-05,0.2,17.127,27.543,22.166
2017-09-06,0.2,15.486,27.131,21.148
2017-09-07,0.2,15.679,25.997,20.639
2017-09-08,2.1,15.582,21.769,18.502
2017-09-09,5.8,12.88,16.408,14.43
2017-09-10,0.2,10.177,20.944,15.245
2017-09-11,0.2,9.115,25.79,17.077
2017-09-12,0.2,13.749,23.316,18.298
2017-09-13,0.2,9.791,23.006,16.059
2017-09-14,0.2,5.93,24.553,14.837
2017-09-15,0.2,4.868,26.512,15.245
2017-09-16,0.2,8.15,24.244,15.855
2017-09-17,1.3,8.15,16.511,11.987
2017-09-18,1.9,6.702,16.408,11.173
2017-09-19,6.8,8.729,13.624,10.868
2017-09-20,0.2,7.668,17.645,12.293
2017-09-21,0.2,6.895,20.326,13.209
2017-09-22,0.2,6.895,20.429,13.311
2017-09-23,0.2,10.949,21.872,16.161
2017-09-24,0.2,10.274,23.11,16.364
2017-09-25,2.7,12.59,17.748,14.939
2017-09-26,0.2,12.494,21.047,16.568
2017-09-27,0.2,8.343,24.862,16.262
2017-09-28,0.2,8.247,28.677,18.094
2017-09-29,1,12.783,19.398,15.855
2017-09-30,3.4,7.474,15.789,11.275
2017-10-01,0.2,6.606,17.336,11.58
2017-10-02,0.2,3.324,19.501,10.97
2017-10-03,0.2,2.552,19.913,10.766
2017-10-04,0.2,1.297,21.46,10.868
2017-10-05,0.2,2.069,20.738,10.868
2017-10-06,2.6,3.421,17.542,10.054
2017-10-07,1.4,5.641,15.686,10.257
2017-10-08,0.2,3.227,17.232,9.748
2017-10-09,0.2,2.648,15.686,8.73
2017-10-10,0.5,4.482,12.902,8.323
2017-10-11,1.7,0.235,12.593,5.88
2017-10-12,3,3.71,11.562,7.204
2017-10-13,0.2,2.745,13.108,7.509
2017-10-14,0.2,1.104,9.706,4.964
2017-10-15,0.2,5.254,15.995,10.257
2017-10-16,0.7,10.081,14.861,12.191
2017-10-17,8.5,6.606,16.511,11.173
2017-10-18,49.5,5.93,11.562,8.425
2017-10-19,7.3,8.247,11.458,9.545
2017-10-20,3.9,5.158,13.108,8.73
2017-10-21,27.9,5.641,11.562,8.221
2017-10-22,6.8,5.641,15.892,10.359
2017-10-23,0.2,5.447,13.83,9.239
2017-10-24,0.2,4.289,17.129,10.257
2017-10-25,0.8,5.93,15.892,10.562
2017-10-26,0.2,3.517,16.511,9.545
2017-10-27,0.2,2.841,19.191,10.562
2017-10-28,0.2,3.71,20.119,11.479
2017-10-29,0.2,3.71,20.119,11.479
2017-10-30,0.2,0.911,16.201,8.018
2017-10-31,0.2,0.235,15.17,7.204
2017-11-01,0.2,1.394,13.417,6.898
2017-11-02,13.9,1.297,7.437,3.946
2017-11-03,1.5,-2.274,4.447,0.588
2017-11-04,3.1,-3.24,1.663,-1.346
2017-11-05,0.2,-1.985,5.891,1.402
2017-11-06,0.2,-5.17,6.2,-0.125
2017-11-07,0.2,-1.792,6.509,1.809
2017-11-08,1.4,2.069,9.396,5.27
2017-11-09,1.9,5.641,7.85,6.389
2017-11-10,0.7,5.254,11.871,8.221
2017-11-11,6.3,5.641,8.365,6.695
2017-11-12,13.5,8.536,9.396,8.73
2017-11-13,13.6,7.378,9.499,8.12
2017-11-14,26.5,5.254,7.437,5.982
2017-11-15,18.9,4.096,9.603,6.491
2017-11-16,5.1,2.359,7.437,4.455
2017-11-17,0.2,0.042,9.396,4.252
2017-11-18,0.2,3.807,10.118,6.593
2017-11-19,25,6.509,7.85,6.898
2017-11-20,4.1,1.394,11.871,6.186
2017-11-21,33.2,0.235,5.684,2.522
2017-11-22,6.1,6.413,15.583,10.664
2017-11-23,4.9,6.413,14.449,10.054
2017-11-24,2,5.737,8.881,7
2017-11-25,5.6,7.571,8.984,8.018
2017-11-26,12.7,3.807,11.149,7.102
2017-11-27,0.6,1.49,8.984,4.761
2017-11-28,4.1,2.745,7.025,4.455
2017-11-29,0.4,1.297,7.54,3.946
2017-11-30,3,5.93,7.025,6.186
2017-12-01,10.5,3.903,6.612,4.863
2017-12-02,3.1,3.807,7.953,5.473
2017-12-03,0.2,-1.116,7.334,2.623
2017-12-04,0.2,-2.178,5.581,1.198
2017-12-05,0.2,-0.151,6.2,2.522
2017-12-06,0.2,-1.985,8.262,2.623
2017-12-07,0.2,-2.371,10.53,3.539
2017-12-08,0.2,-2.66,3.107,-0.328
2017-12-09,0.2,-2.564,5.169,0.791
2017-12-10,0.2,-0.923,8.881,3.438
2017-12-11,0.2,-2.564,10.84,3.539
2017-12-12,0.2,-0.151,9.087,3.946
2017-12-13,0.2,-0.344,9.603,4.15
2017-12-14,0.2,-0.344,10.221,4.455
2017-12-15,0.7,2.745,6.509,4.252
2017-12-16,3.4,1.2,5.891,3.132
2017-12-17,8.8,5.544,7.128,5.982
2017-12-18,15.9,3.614,7.437,5.168
2017-12-19,31.1,0.911,3.416,1.707
2017-12-20,0.5,-2.178,8.571,2.623
2017-12-21,1,-4.398,0.22,-2.669
2017-12-22,0.5,-1.406,2.179,-0.125
2017-12-23,0.5,-6.908,3.21,-2.568
2017-12-24,2.8,-6.328,-0.399,-3.993
2017-12-25,0.5,-1.792,4.241,0.689
2017-12-26,0.6,0.235,2.488,0.893
2017-12-27,1.8,-0.054,2.488,0.791
2017-12-28,17,1.394,4.963,2.725
2017-12-29,22.9,1.104,4.035,2.114
2017-12-30,0.6,1.104,4.86,2.522
2017-12-31,0.5,-1.599,3.313,0.384
2018-01-01,0.5,-2.371,4.653,0.588
2018-01-02,0.5,-1.599,4.241,0.791
2018-01-03,0.5,-1.02,3.932,0.995
2018-01-04,2,0.428,4.035,1.809
2018-01-05,3.7,4.193,7.953,5.677
2018-01-06,2,3.614,8.262,5.575
2018-01-07,17.9,3.517,5.891,4.354
2018-01-08,6.2,5.737,6.922,5.982
2018-01-09,0.7,3.903,9.809,6.491
2018-01-10,2.7,2.262,7.54,4.455
2018-01-11,24.5,2.262,4.653,3.03
2018-01-12,5,2.841,5.375,3.743
2018-01-13,2,6.123,7.437,6.491
2018-01-14,0.5,3.421,8.984,5.779
2018-01-15,1,1.007,11.252,5.677
2018-01-16,3.4,4.675,10.118,7
2018-01-17,20.4,4.482,8.468,6.084
2018-01-18,10.7,5.158,8.984,6.695
2018-01-19,3.4,4.193,6.406,4.964
2018-01-20,12.5,1.78,5.994,3.438
2018-01-21,20.4,4.289,8.778,6.186
2018-01-22,3.3,2.745,9.087,5.473
2018-01-23,17.5,3.614,6.2,4.557
2018-01-24,5.2,5.351,10.53,7.611
2018-01-25,9.4,1.394,7.334,3.946
2018-01-26,12.5,0.911,6.097,3.03
2018-01-27,13.9,2.359,8.159,4.863
2018-01-28,56.5,3.324,7.953,5.27
2018-01-29,9.6,4.289,10.118,6.796
2018-01-30,1.9,1.2,8.675,4.455
2018-01-31,2.1,-0.247,4.756,1.809
2018-02-01,9.2,2.745,5.994,3.946
2018-02-02,3.3,5.447,11.871,8.323
2018-02-03,4.1,5.447,11.149,7.916
2018-02-04,0.9,7.571,13.108,10.054
2018-02-05,1.1,3.227,12.283,7.305
2018-02-06,0.8,1.683,7.85,4.354
2018-02-07,0.7,7.474,12.283,9.545
2018-02-08,0.7,3.517,13.624,8.12
2018-02-09,0.5,-0.537,7.747,3.132
2018-02-10,0.5,-0.73,6.819,2.522
2018-02-11,0.5,-0.247,7.747,3.234
2018-02-12,0.5,-3.915,7.025,0.995
2018-02-13,1.6,-3.433,4.963,0.18
2018-02-14,0.5,0.718,9.396,4.557
2018-02-15,1,0.814,5.684,2.827
2018-02-16,1.5,3.131,10.737,6.491
2018-02-17,15.4,2.262,8.262,4.863
2018-02-18,1.2,-0.537,2.694,0.588
2018-02-19,0.5,-5.46,2.385,-2.161
2018-02-20,0.5,-2.854,3.004,-0.532
2018-02-21,1.6,-4.494,1.354,-2.161
2018-02-22,0.5,-4.205,4.344,-0.532
2018-02-23,3.1,-4.881,1.973,-2.059
2018-02-24,0.8,-0.247,8.159,3.438
2018-02-25,0.5,0.235,6.406,2.827
2018-02-26,0.5,-3.819,7.85,1.402
2018-02-27,0.5,0.718,9.293,4.557
2018-02-28,11.1,2.166,5.994,3.641
2018-03-01,0.6,-0.247,9.087,3.946
2018-03-02,3.7,1.104,5.581,2.929
2018-03-03,0.8,0.235,9.396,4.354
2018-03-04,0.5,-0.923,9.912,3.946
2018-03-05,0.7,-1.309,8.881,3.234
2018-03-06,0.5,0.139,9.293,4.252
2018-03-07,1.5,-2.274,7.953,2.318
2018-03-08,6.3,3.614,6.612,4.761
2018-03-09,0.5,1.104,10.737,5.473
2018-03-10,0.5,-1.888,10.53,3.743
2018-03-11,0.5,-1.502,15.067,6.186
2018-03-12,0.5,-0.054,17.851,8.323
2018-03-13,3.5,4.772,12.386,8.221
2018-03-14,0.5,2.552,11.768,6.695
2018-03-15,0.5,0.332,11.974,5.677
2018-03-16,0.5,-1.599,14.964,6.084
2018-03-17,0.5,0.428,12.077,5.779
2018-03-18,0.7,2.938,11.252,6.695
2018-03-19,0.5,0.235,13.005,6.084
2018-03-20,0.5,0.525,11.562,5.575
2018-03-21,3.7,0.139,13.521,6.288
2018-03-22,1.6,3.517,8.365,5.575
2018-03-23,1.8,2.069,7.643,4.455
2018-03-24,1.2,0.428,8.675,4.048
2018-03-25,1.2,-2.467,9.499,2.929
2018-03-26,1.6,4.096,10.324,6.796
2018-03-27,0.7,6.799,15.892,10.97
2018-03-28,0.5,5.447,11.458,8.12
2018-03-29,0.7,4.289,10.427,7
2018-03-30,0.5,5.834,13.933,9.545
2018-03-31,0.5,2.552,13.83,7.713
2018-04-01,0.8,3.324,10.118,6.288
2018-04-02,0.5,-0.73,11.149,4.659
2018-04-03,0.5,4.386,9.19,6.389
2018-04-04,9.9,4,6.406,4.863
2018-04-05,22.1,5.834,8.984,7.102
2018-04-06,3.7,8.922,12.593,10.461
2018-04-07,16.2,8.44,14.655,11.275
2018-04-08,1.6,7.668,12.799,9.952
2018-04-09,0.5,7.861,12.799,10.054
2018-04-10,2.7,6.316,14.758,10.155
2018-04-11,3.6,5.834,10.015,7.611
2018-04-12,3.7,2.069,12.696,6.898
2018-04-13,16.6,5.544,11.665,8.221
2018-04-14,0.8,3.421,12.799,7.713
2018-04-15,2.2,4.868,11.355,7.713
2018-04-16,7.4,6.413,8.365,7.102
2018-04-17,0.6,4.675,11.562,7.713
2018-04-18,0.5,4,13.51,7.426
2018-04-19,0.5,0.332,15.789,7.509
2018-04-20,0.7,6.799,13.005,9.545
2018-04-21,2.7,5.834,13.211,9.137
2018-04-22,0.2,0.718,15.48,7.611
2018-04-23,0.2,1.007,19.295,9.646
2018-04-24,0.2,2.648,21.769,11.682
2018-04-25,0.2,3.517,25.069,13.82
2018-04-26,0.2,4.675,26.409,15.041
2018-04-27,0.2,6.509,22.078,13.921
2018-04-28,2.7,9.308,11.458,10.155
2018-04-29,0.9,8.247,12.49,10.054
2018-04-30,0.7,9.115,16.098,12.293
2018-05-01,0.2,7.378,17.851,12.293
2018-05-02,0.2,5.447,19.913,12.293
2018-05-03,0.2,7.378,21.46,14.023
2018-05-04,0.2,8.826,15.273,11.784
2018-05-05,0.2,5.158,22.491,13.412
2018-05-06,0.2,10.66,24.862,17.484
2018-05-07,0.2,9.598,20.223,14.634
2018-05-08,0.2,8.247,24.141,15.855
2018-05-09,2.8,12.011,18.985,15.245
2018-05-10,5.6,9.501,15.583,12.293
2018-05-11,0.2,5.158,21.563,12.904
2018-05-12,0.2,6.606,26.615,16.161
2018-05-13,0.2,8.536,30.533,19.112
2018-05-14,0.2,9.695,29.399,19.214
2018-05-15,0.2,11.335,25.79,18.298
2018-05-16,0.2,10.756,21.769,15.957
2018-05-17,0.2,8.826,21.563,14.837
2018-05-18,0.2,9.791,20.635,14.939
2018-05-19,0.5,12.108,22.388,16.975
2018-05-20,0.2,12.108,21.46,16.568
2018-05-21,0.2,9.888,22.078,15.652
2018-05-22,0.2,8.536,26.512,17.178
2018-05-23,0.2,9.984,26.925,18.094
2018-05-24,0.2,10.949,21.666,16.059
2018-05-25,0.2,8.633,21.872,14.939
2018-05-26,0.2,7.571,21.047,13.921
2018-05-27,0.2,9.984,24.347,16.873
2018-05-28,0.2,10.467,22.078,15.957
2018-05-29,1.7,6.316,17.954,11.784
2018-05-30,0.2,4.579,18.985,11.377
2018-05-31,0.2,8.054,19.398,13.412
2018-06-01,0.7,9.115,15.583,12.089
2018-06-02,1.6,10.853,22.078,16.161
2018-06-03,0.2,10.949,18.573,14.532
2018-06-04,0.2,8.633,19.707,13.82
2018-06-05,0.2,7.764,15.377,11.275
2018-06-06,0.2,7.378,20.944,13.82
2018-06-07,0.2,13.266,18.779,15.855
2018-06-08,3,10.949,16.098,13.311
2018-06-09,0.7,7.764,17.954,12.496
