year,plot,tag,trt,clipping_exp,rosetteL,rosetteW,psurvival,psurvivalT1,pflower,pflowerT1,ros.area,ros.areaT1,log.ros.area,log.ros.areaT1,flow.sum,flow.sumT1,total.seeds,total.seedsT1,percapseeds,life_st
2020,9,1404,irrigated,NA,13,4,1,1,0,0,40.8407045,141.3716694,3.709679243,4.951392376,0,0,NA,NA,NA,V
2021,9,1404,irrigated,NA,15,12,1,1,0,0,141.3716694,186.9247629,4.951392376,5.230706198,0,0,NA,NA,NA,V
2022,9,1404,irrigated,NA,17,14,1,1,0,0,186.9247629,155.5088364,5.230706198,5.046702555,0,0,NA,NA,NA,V
2023,9,1404,irrigated,NA,18,11,1,NA,0,NA,155.5088364,NA,5.046702555,NA,0,NA,NA,NA,NA,V
2019,6,1406,irrigated,NA,9.5,3.5,1,1,0,0,26.11448893,27.48893572,3.262490292,3.313783586,0,0,NA,NA,NA,V
2020,6,1406,irrigated,NA,10,3.5,1,1,0,0,27.48893572,18.84955592,3.313783586,2.936489355,0,0,NA,NA,NA,V
2021,6,1406,irrigated,NA,8,3,1,1,0,0,18.84955592,122.5221135,2.936489355,4.808291532,0,0,NA,NA,NA,V
2022,6,1406,irrigated,NA,13,12,1,1,0,0,122.5221135,84.82300165,4.808291532,4.440566752,0,0,NA,NA,NA,V
2023,6,1406,irrigated,NA,18,6,1,NA,0,NA,84.82300165,NA,4.440566752,NA,0,NA,NA,NA,NA,V
2019,2,1407,control,NA,8.5,7,1,NA,0,NA,46.73119072,NA,3.844411837,NA,0,0,NA,NA,NA,V
2020,2,1407,control,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,2,1407,control,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,1407,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2019,3,1408,control,NA,11,5,1,1,0,0,43.19689899,7.853981634,3.76576871,2.061020618,0,0,NA,NA,NA,V
2020,3,1408,control,NA,4,2.5,1,1,0,0,7.853981634,12.9590697,2.061020618,2.561795906,0,0,NA,NA,NA,V
2021,3,1408,control,NA,5.5,3,1,1,0,0,12.9590697,25.91813939,2.561795906,3.254943086,0,0,NA,NA,NA,V
2022,3,1408,control,NA,11,3,1,1,0,0,25.91813939,70.68583471,3.254943086,4.258245195,0,0,NA,NA,NA,V
2023,3,1408,control,NA,15,6,1,NA,0,NA,70.68583471,NA,4.258245195,NA,0,NA,NA,NA,NA,V
2019,2,1409,control,NA,8.5,3,1,0,0,0,20.02765317,NA,2.997113977,NA,0,0,NA,NA,NA,V
2020,2,1409,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,2,1409,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,1409,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,7,141,drought,NA,10,9,1,1,0,0,70.68583471,35.34291735,4.258245195,3.565098014,0,0,NA,NA,NA,V
2018,7,141,drought,NA,9,5,1,1,0,0,35.34291735,34.55751919,3.565098014,3.542625159,0,0,NA,NA,NA,V
2019,7,141,drought,NA,11,4,1,1,0,0,34.55751919,37.30641276,3.542625159,3.619165236,0,0,NA,NA,NA,V
2020,7,141,drought,NA,9.5,5,1,1,0,0,37.30641276,23.5619449,3.619165236,3.159632906,0,0,NA,NA,NA,V
2021,7,141,drought,NA,6,5,1,1,0,0,23.5619449,NA,3.159632906,NA,0,0,NA,NA,NA,V
2022,7,141,drought,NA,NA,NA,1,1,0,0,NA,84.82300165,NA,4.440566752,0,0,NA,NA,NA,dormant
2023,7,141,drought,NA,12,9,1,NA,0,NA,84.82300165,NA,4.440566752,NA,0,NA,NA,NA,NA,V
2021,6,1412,irrigated,NA,9,9,1,1,0,0,63.61725124,134.3030859,4.152884679,4.900099081,0,0,NA,NA,NA,V
2022,6,1412,irrigated,NA,19,9,1,1,0,0,134.3030859,131.9468915,4.900099081,4.882399504,0,0,NA,NA,NA,V
2023,6,1412,irrigated,NA,14,12,1,NA,0,NA,131.9468915,NA,4.882399504,NA,0,NA,NA,NA,NA,V
2019,2,1419,control,NA,12,5.5,1,NA,0,NA,51.83627878,NA,3.948090267,NA,0,0,NA,NA,NA,V
2020,2,1419,control,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,2,1419,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,1419,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2019,15,1425,drought,NA,5,4.5,1,0,0,0,17.67145868,NA,2.871950834,NA,0,0,NA,NA,NA,V
2020,15,1425,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,15,1425,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,15,1425,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2022,5,1426,drought,NA,8,2.5,1,1,0,0,15.70796327,62.83185307,2.754167798,4.140462159,0,0,NA,NA,NA,V
2023,5,1426,drought,NA,8,10,1,NA,0,NA,62.83185307,NA,4.140462159,NA,0,NA,NA,NA,NA,V
2021,6,1427,irrigated,NA,8,2,1,1,0,0,12.56637061,25.13274123,2.531024247,3.224171428,0,0,NA,NA,NA,V
2022,6,1427,irrigated,NA,8,4,1,1,0,0,25.13274123,47.1238898,3.224171428,3.852780087,0,0,NA,NA,NA,V
2023,6,1427,irrigated,NA,10,6,1,NA,0,NA,47.1238898,NA,3.852780087,NA,0,NA,NA,NA,NA,V
2016,6,143,irrigated,NA,NA,NA,1,1,1,0,NA,37.69911184,NA,3.629636536,2,0,NA,NA,NA,F
2017,6,143,irrigated,NA,8,6,1,1,0,0,37.69911184,9.817477042,3.629636536,2.284164169,0,0,NA,NA,NA,V
2018,6,143,irrigated,NA,5,2.5,1,1,0,0,9.817477042,15.31526419,2.284164169,2.72884999,0,0,NA,NA,NA,V
2019,6,143,irrigated,NA,6.5,3,1,NA,0,NA,15.31526419,NA,2.72884999,NA,0,0,NA,NA,NA,V
2020,6,143,irrigated,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,6,143,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,6,143,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,6,143,irrigated,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2019,7,1431,drought,NA,7.5,4,1,1,0,0,23.5619449,NA,3.159632906,NA,0,0,NA,NA,NA,V
2020,7,1431,drought,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
2021,7,1431,drought,NA,NA,NA,1,1,0,0,NA,23.5619449,NA,3.159632906,0,0,NA,NA,NA,dormant
2022,7,1431,drought,NA,6,5,1,1,0,0,23.5619449,10.99557429,3.159632906,2.397492854,0,0,NA,NA,NA,V
2023,7,1431,drought,NA,7,2,1,NA,0,NA,10.99557429,NA,2.397492854,NA,0,NA,NA,NA,NA,V
2022,7,1439,drought,NA,9,5,1,1,0,0,35.34291735,49.48008429,3.565098014,3.901570251,0,0,NA,NA,NA,V
2023,7,1439,drought,NA,9,7,1,NA,0,NA,49.48008429,NA,3.901570251,NA,0,NA,NA,NA,NA,V
2022,15,1440,drought,NA,8,5,1,1,0,0,31.41592654,61.26105675,3.447314979,4.115144351,0,0,NA,NA,NA,V
2023,15,1440,drought,NA,13,6,1,NA,0,NA,61.26105675,NA,4.115144351,NA,0,NA,NA,NA,NA,V
2023,2,1443,control,NA,2,2,1,NA,0,NA,3.141592654,NA,1.144729886,NA,0,NA,NA,NA,NA,V
2019,9,1444,irrigated,NA,5.5,5.5,1,1,0,0,23.75829444,24.74004215,3.167931709,3.208423071,0,0,NA,NA,NA,V
2020,9,1444,irrigated,NA,9,3.5,1,1,0,0,24.74004215,23.5619449,3.208423071,3.159632906,0,0,NA,NA,NA,V
2021,9,1444,irrigated,NA,6,5,1,1,0,0,23.5619449,5.890486225,3.159632906,1.773338545,0,0,NA,NA,NA,V
2022,9,1444,irrigated,NA,5,1.5,1,1,0,0,5.890486225,11.78097245,1.773338545,2.466485726,0,0,NA,NA,NA,V
2023,9,1444,irrigated,NA,6,2.5,1,NA,0,NA,11.78097245,NA,2.466485726,NA,0,NA,NA,NA,NA,V
2019,6,1446,irrigated,NA,8,3,1,1,0,0,18.84955592,18.84955592,2.936489355,2.936489355,0,0,NA,NA,NA,V
2020,6,1446,irrigated,NA,8,3,1,1,0,0,18.84955592,37.69911184,2.936489355,3.629636536,0,0,NA,NA,NA,V
2021,6,1446,irrigated,NA,8,6,1,1,0,0,37.69911184,174.3583923,3.629636536,5.161112907,0,0,NA,NA,NA,V
2022,6,1446,irrigated,NA,18.5,12,1,1,0,1,174.3583923,325.1548396,5.161112907,5.784301499,0,8,NA,91,NA,V
2023,6,1446,irrigated,NA,23,18,1,NA,1,NA,325.1548396,NA,5.784301499,NA,8,NA,91,NA,11,F
2019,2,1448,control,NA,9.5,5.5,1,NA,1,NA,41.03705404,NA,3.714475416,NA,1,0,NA,NA,NA,F
2020,2,1448,control,NA,NA,NA,NA,1,NA,1,NA,21.99114858,NA,3.090640035,0,3,NA,NA,NA,NA
2021,2,1448,control,1,8,3.5,1,1,1,0,21.99114858,37.69911184,3.090640035,3.629636536,3,0,NA,NA,NA,F
2022,2,1448,control,NA,8,6,1,1,0,1,37.69911184,76.96902001,3.629636536,4.343403003,0,3,NA,13,NA,V
2023,2,1448,control,NA,14,7,1,NA,1,NA,76.96902001,NA,4.343403003,NA,3,NA,13,NA,4,F
2018,15,1451,drought,NA,7,5.5,1,1,0,0,30.23782929,16.49336143,3.409093766,2.802957962,0,0,NA,NA,NA,V
2019,15,1451,drought,NA,7,3,1,1,0,0,16.49336143,21.20575041,2.802957962,3.054272391,0,0,NA,NA,NA,V
2020,15,1451,drought,NA,9,3,1,NA,0,NA,21.20575041,NA,3.054272391,NA,0,0,NA,NA,NA,V
2021,15,1451,drought,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2022,15,1451,drought,NA,NA,NA,NA,1,NA,0,NA,11.78097245,NA,2.466485726,0,0,NA,NA,NA,NA
2023,15,1451,drought,NA,6,2.5,1,NA,0,NA,11.78097245,NA,2.466485726,NA,0,NA,NA,NA,NA,V
2022,15,1453,drought,NA,5,7,1,1,0,0,27.48893572,18.84955592,3.313783586,2.936489355,0,0,NA,NA,NA,V
2023,15,1453,drought,NA,8,3,1,NA,0,NA,18.84955592,NA,2.936489355,NA,0,NA,NA,NA,NA,V
2019,5,1455,drought,NA,4.5,3,1,1,0,0,10.60287521,NA,2.36112521,NA,0,0,NA,NA,NA,V
2020,5,1455,drought,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
2021,5,1455,drought,NA,NA,NA,1,1,0,0,NA,21.59844949,NA,3.072621529,0,0,NA,NA,NA,dormant
2022,5,1455,drought,NA,11,2.5,1,1,0,0,21.59844949,9.424777961,3.072621529,2.243342175,0,0,NA,NA,NA,V
2023,5,1455,drought,NA,4,3,1,NA,0,NA,9.424777961,NA,2.243342175,NA,0,NA,NA,NA,NA,V
2019,1,1459,irrigated,NA,7,1,1,1,0,0,5.497787144,7.853981634,1.704345674,2.061020618,0,0,NA,NA,NA,V
2020,1,1459,irrigated,NA,5,2,1,1,0,0,7.853981634,NA,2.061020618,NA,0,0,NA,NA,NA,V
2021,1,1459,irrigated,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
2022,1,1459,irrigated,NA,NA,NA,NA,1,NA,0,NA,49.48008429,NA,3.901570251,0,0,NA,NA,NA,NA
2023,1,1459,irrigated,NA,9,7,1,NA,0,NA,49.48008429,NA,3.901570251,NA,0,NA,NA,NA,NA,V
2017,1,146,irrigated,NA,9,4,1,1,1,0,28.27433388,52.22897787,3.341954463,3.955637472,3,0,NA,NA,NA,F
2018,1,146,irrigated,NA,9.5,7,1,1,0,1,52.22897787,45.94579256,3.955637472,3.827462279,0,2,NA,NA,NA,V
2019,1,146,irrigated,NA,9,6.5,1,NA,1,NA,45.94579256,NA,3.827462279,NA,2,0,NA,NA,NA,F
2020,1,146,irrigated,NA,NA,NA,NA,1,NA,0,NA,43.98229715,NA,3.783787215,0,0,NA,NA,NA,NA
2021,1,146,irrigated,NA,8,7,1,1,0,0,43.98229715,31.41592654,3.783787215,3.447314979,0,0,NA,NA,NA,V
2022,1,146,irrigated,NA,10,4,1,1,0,1,31.41592654,43.19689899,3.447314979,3.76576871,0,3,NA,0,NA,V
2023,1,146,irrigated,NA,11,5,1,NA,1,NA,43.19689899,NA,3.76576871,NA,3,NA,0,NA,0,F
2019,14,1461,drought,NA,6,5,1,1,0,0,23.5619449,41.03705404,3.159632906,3.714475416,0,0,NA,NA,NA,V
2020,14,1461,drought,NA,9.5,5.5,1,1,0,0,41.03705404,67.74059159,3.714475416,4.215685581,0,0,NA,NA,NA,V
2021,14,1461,drought,NA,11.5,7.5,1,1,0,0,67.74059159,86.39379797,4.215685581,4.458915891,0,0,NA,NA,NA,V
2022,14,1461,drought,NA,10,11,1,1,0,0,86.39379797,28.27433388,4.458915891,3.341954463,0,0,NA,NA,NA,V
2023,14,1461,drought,NA,9,4,1,NA,0,NA,28.27433388,NA,3.341954463,NA,0,NA,NA,NA,NA,V
2018,11,1464,control,NA,6,5,1,1,0,0,23.5619449,4.71238898,3.159632906,1.550194994,0,0,NA,NA,NA,V
2019,11,1464,control,NA,3,2,1,0,0,NA,4.71238898,NA,1.550194994,NA,0,0,NA,NA,NA,V
2020,11,1464,control,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,11,1464,control,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,11,1464,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2019,1,1466,irrigated,NA,10.5,7,1,NA,1,NA,57.72676501,NA,4.055720931,NA,3,0,NA,NA,NA,F
2020,1,1466,irrigated,NA,NA,NA,NA,1,NA,0,NA,14.13716694,NA,2.648807283,0,0,NA,NA,NA,NA
2021,1,1466,irrigated,NA,9,2,1,1,0,0,14.13716694,83.44855486,2.648807283,4.424230333,0,0,NA,NA,NA,V
2022,1,1466,irrigated,NA,12.5,8.5,1,1,0,0,83.44855486,23.5619449,4.424230333,3.159632906,0,0,NA,NA,NA,V
2023,1,1466,irrigated,NA,10,3,1,NA,0,NA,23.5619449,NA,3.159632906,NA,0,NA,NA,NA,NA,V
2021,8,1468,control,NA,9,2.5,1,1,0,0,17.67145868,37.69911184,2.871950834,3.629636536,0,0,NA,NA,NA,V
2022,8,1468,control,NA,12,4,1,1,0,0,37.69911184,25.91813939,3.629636536,3.254943086,0,0,NA,NA,NA,V
2023,8,1468,control,NA,11,3,1,NA,0,NA,25.91813939,NA,3.254943086,NA,0,NA,NA,NA,NA,V
2021,13,1471,control,NA,4,1.5,1,1,0,0,4.71238898,24.74004215,1.550194994,3.208423071,0,0,NA,NA,NA,V
2022,13,1471,control,NA,7,4.5,1,1,0,0,24.74004215,21.99114858,3.208423071,3.090640035,0,0,NA,NA,NA,V
2023,13,1471,control,NA,7,4,1,NA,0,NA,21.99114858,NA,3.090640035,NA,0,NA,NA,NA,NA,V
2018,14,1472,drought,NA,7,7.5,1,1,0,0,41.23340358,26.70353756,3.719248694,3.284796049,0,0,NA,NA,NA,V
2019,14,1472,drought,NA,8.5,4,1,1,0,0,26.70353756,18.84955592,3.284796049,2.936489355,0,0,NA,NA,NA,V
2020,14,1472,drought,NA,8,3,1,1,0,0,18.84955592,17.67145868,2.936489355,2.871950834,0,0,NA,NA,NA,V
2021,14,1472,drought,NA,5,4.5,1,1,0,0,17.67145868,21.20575041,2.871950834,3.054272391,0,0,NA,NA,NA,V
2022,14,1472,drought,NA,9,3,1,0,0,0,21.20575041,NA,3.054272391,NA,0,0,NA,NA,NA,V
2023,14,1472,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,U
2018,11,1477,control,NA,6,8,1,1,0,0,37.69911184,14.13716694,3.629636536,2.648807283,0,0,NA,NA,NA,V
2019,11,1477,control,NA,6,3,1,1,0,0,14.13716694,18.84955592,2.648807283,2.936489355,0,0,NA,NA,NA,V
2020,11,1477,control,NA,8,3,1,1,0,0,18.84955592,38.48451001,2.936489355,3.650255823,0,0,NA,NA,NA,V
2021,11,1477,control,NA,7,7,1,1,0,0,38.48451001,102.1017612,3.650255823,4.625969975,0,0,NA,NA,NA,V
2022,11,1477,control,NA,13,10,1,1,0,1,102.1017612,31.41592654,4.625969975,3.447314979,0,2,NA,0,NA,V
2023,11,1477,control,NA,10,4,1,NA,1,NA,31.41592654,NA,3.447314979,NA,2,NA,0,NA,0,F
2019,1,1478,irrigated,NA,12,5,1,NA,0,NA,47.1238898,NA,3.852780087,NA,0,0,NA,NA,NA,V
2020,1,1478,irrigated,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,1,1478,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,1,1478,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,7,1479,drought,NA,7.5,4,1,1,0,0,23.5619449,15.31526419,3.159632906,2.72884999,0,0,NA,NA,NA,V
2019,7,1479,drought,NA,6.5,3,1,1,0,0,15.31526419,18.84955592,2.72884999,2.936489355,0,0,NA,NA,NA,V
2020,7,1479,drought,NA,8,3,1,1,0,0,18.84955592,16.49336143,2.936489355,2.802957962,0,0,NA,NA,NA,V
2021,7,1479,drought,NA,7,3,1,1,0,0,16.49336143,100.5309649,2.802957962,4.610465789,0,0,NA,NA,NA,V
2022,7,1479,drought,NA,16,8,1,1,0,0,100.5309649,125.6637061,4.610465789,4.83360934,0,0,NA,NA,NA,V
2023,7,1479,drought,NA,16,10,1,NA,0,NA,125.6637061,NA,4.83360934,NA,0,NA,NA,NA,NA,V
2019,2,1480,control,NA,13,9.5,1,NA,1,NA,96.99667318,NA,4.574676681,NA,6,0,NA,NA,NA,F
2020,2,1480,control,NA,NA,NA,NA,1,NA,1,NA,113.0973355,NA,4.728248824,0,5,NA,NA,NA,NA
2021,2,1480,control,NA,12,12,1,1,1,1,113.0973355,106.0287521,4.728248824,4.663710303,5,4,NA,14,NA,F
2022,2,1480,control,NA,15,9,1,1,1,0,106.0287521,53.60342465,4.663710303,3.981612959,4,0,14,NA,3,F
2023,2,1480,control,NA,10.5,6.5,1,NA,0,NA,53.60342465,NA,3.981612959,NA,0,NA,NA,NA,NA,V
2018,7,1483,drought,NA,5,2.5,1,0,0,0,9.817477042,NA,2.284164169,NA,0,0,NA,NA,NA,V
2019,7,1483,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,7,1483,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,7,1483,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,1483,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,6,1484,irrigated,NA,7,5.5,1,1,0,0,30.23782929,18.65320638,3.409093766,2.926018055,0,0,NA,NA,NA,V
2019,6,1484,irrigated,NA,9.5,2.5,1,0,0,0,18.65320638,NA,2.926018055,NA,0,0,NA,NA,NA,V
2020,6,1484,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,6,1484,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,6,1484,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,6,1487,irrigated,NA,12,9,1,1,1,0,84.82300165,67.15154297,4.440566752,4.206951901,3,0,NA,NA,NA,F
2019,6,1487,irrigated,NA,9.5,9,1,NA,0,NA,67.15154297,NA,4.206951901,NA,0,0,NA,NA,NA,V
2020,6,1487,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,6,1487,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2022,6,1487,irrigated,NA,NA,NA,NA,1,NA,0,NA,120.165919,NA,4.788873446,0,0,NA,NA,NA,NA
2023,6,1487,irrigated,NA,17,9,1,NA,0,NA,120.165919,NA,4.788873446,NA,0,NA,NA,NA,NA,V
2018,7,1488,drought,NA,11,3.5,1,1,0,0,30.23782929,15.31526419,3.409093766,2.72884999,0,0,NA,NA,NA,V
2019,7,1488,drought,NA,6.5,3,1,1,0,0,15.31526419,NA,2.72884999,NA,0,0,NA,NA,NA,V
2020,7,1488,drought,NA,NA,NA,1,1,0,0,NA,7.853981634,NA,2.061020618,0,0,NA,NA,NA,dormant
2021,7,1488,drought,NA,4,2.5,1,NA,0,NA,7.853981634,NA,2.061020618,NA,0,0,NA,NA,NA,V
2022,7,1488,drought,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2023,7,1488,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,U
2022,11,1489,control,NA,4,2,1,1,0,0,6.283185307,10.99557429,1.837877066,2.397492854,0,0,NA,NA,NA,V
2023,11,1489,control,NA,7,2,1,NA,0,NA,10.99557429,NA,2.397492854,NA,0,NA,NA,NA,NA,V
2018,6,1490,irrigated,NA,13,11,1,1,1,1,112.3119374,78.53981634,4.721280155,4.363605711,3,4,NA,NA,NA,F
2019,6,1490,irrigated,NA,10,10,1,1,1,1,78.53981634,112.3119374,4.363605711,4.721280155,4,1,NA,NA,NA,F
2020,6,1490,irrigated,NA,13,11,1,1,1,1,112.3119374,84.82300165,4.721280155,4.440566752,1,6,NA,58,NA,F
2021,6,1490,irrigated,1,13.5,8,1,1,1,0,84.82300165,112.3119374,4.440566752,4.721280155,6,0,58,NA,9,F
2022,6,1490,irrigated,NA,13,11,1,1,0,1,112.3119374,125.6637061,4.721280155,4.83360934,0,7,NA,0,NA,V
2023,6,1490,irrigated,NA,16,10,1,NA,1,NA,125.6637061,NA,4.83360934,NA,7,NA,0,NA,0,F
2019,9,1492,irrigated,NA,9,5,1,1,0,0,35.34291735,37.69911184,3.565098014,3.629636536,0,0,NA,NA,NA,V
2020,9,1492,irrigated,NA,8,6,1,1,0,1,37.69911184,132.7322896,3.629636536,4.88833424,0,2,NA,NA,NA,V
2021,9,1492,irrigated,1,13,13,1,1,1,0,132.7322896,169.6460033,4.88833424,5.133713932,2,0,NA,NA,NA,F
2022,9,1492,irrigated,NA,12,18,1,1,0,0,169.6460033,72.64933011,5.133713932,4.285644169,0,0,NA,NA,NA,V
2023,9,1492,irrigated,NA,18.5,5,1,NA,0,NA,72.64933011,NA,4.285644169,NA,0,NA,NA,NA,NA,V
2019,6,1493,irrigated,NA,11,6,1,1,0,1,51.83627878,31.41592654,3.948090267,3.447314979,0,4,NA,NA,NA,V
2020,6,1493,irrigated,NA,10,4,1,1,1,0,31.41592654,21.59844949,3.447314979,3.072621529,4,0,NA,NA,NA,F
2021,6,1493,irrigated,NA,5.5,5,1,1,0,0,21.59844949,173.5729941,3.072621529,5.156598226,0,0,NA,NA,NA,V
2022,6,1493,irrigated,NA,17,13,1,1,0,0,173.5729941,112.3119374,5.156598226,4.721280155,0,0,NA,NA,NA,V
2023,6,1493,irrigated,NA,13,11,1,NA,0,NA,112.3119374,NA,4.721280155,NA,0,NA,NA,NA,NA,V
2019,15,1494,drought,NA,6,3,1,1,0,0,14.13716694,19.242255,2.648807283,2.957108642,0,0,NA,NA,NA,V
2020,15,1494,drought,NA,7,3.5,1,1,0,0,19.242255,43.98229715,2.957108642,3.783787215,0,0,NA,NA,NA,V
2021,15,1494,drought,NA,8,7,1,1,0,0,43.98229715,78.53981634,3.783787215,4.363605711,0,0,NA,NA,NA,V
2022,15,1494,drought,NA,10,10,1,1,0,1,78.53981634,106.0287521,4.363605711,4.663710303,0,3,NA,15,NA,V
2023,15,1494,drought,NA,15,9,1,NA,1,NA,106.0287521,NA,4.663710303,NA,3,NA,15,NA,5,F
2022,6,1495,irrigated,NA,8,3,1,1,0,0,18.84955592,16.49336143,2.936489355,2.802957962,0,0,NA,NA,NA,V
2023,6,1495,irrigated,NA,7,3,1,NA,0,NA,16.49336143,NA,2.802957962,NA,0,NA,NA,NA,NA,V
2022,11,1497,control,NA,5,2,1,0,0,0,7.853981634,NA,2.061020618,NA,0,0,NA,NA,NA,V
2023,11,1497,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,U
2019,6,1498,irrigated,NA,7.5,6.5,1,1,0,0,38.28816047,16.68971097,3.645140722,2.81479242,0,0,NA,NA,NA,V
2020,6,1498,irrigated,NA,8.5,2.5,1,1,0,0,16.68971097,54.97787144,2.81479242,4.006930767,0,0,NA,NA,NA,V
2021,6,1498,irrigated,NA,10,7,1,1,0,0,54.97787144,95.42587685,4.006930767,4.558349788,0,0,NA,NA,NA,V
2022,6,1498,irrigated,NA,13.5,9,1,1,0,1,95.42587685,223.8384766,4.558349788,5.410924705,0,3,NA,31,NA,V
2023,6,1498,irrigated,NA,19,15,1,NA,1,NA,223.8384766,NA,5.410924705,NA,3,NA,31,NA,10,F
2017,3,150,control,NA,8,6,1,1,1,1,37.69911184,31.41592654,3.629636536,3.447314979,3,5,NA,NA,NA,F
2018,3,150,control,NA,8,5,1,1,1,0,31.41592654,19.242255,3.447314979,2.957108642,5,0,NA,NA,NA,F
2019,3,150,control,NA,7,3.5,1,1,0,1,19.242255,16.49336143,2.957108642,2.802957962,0,2,NA,NA,NA,V
2020,3,150,control,NA,7,3,1,1,1,0,16.49336143,21.99114858,2.802957962,3.090640035,2,0,NA,NA,NA,F
2021,3,150,control,NA,8,3.5,1,1,0,1,21.99114858,69.11503838,3.090640035,4.235772339,0,0,NA,0,NA,V
2022,3,150,control,NA,11,8,1,1,1,1,69.11503838,109.9557429,4.235772339,4.700077947,0,4,0,57,NA,F
2023,3,150,control,NA,14,10,1,NA,1,NA,109.9557429,NA,4.700077947,NA,4,NA,57,NA,14,F
2019,7,1501,drought,NA,8,4,1,0,0,0,25.13274123,NA,3.224171428,NA,0,0,NA,NA,NA,V
2020,7,1501,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,7,1501,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,1501,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2019,7,1504,drought,NA,6,3,1,1,0,0,14.13716694,15.31526419,2.648807283,2.72884999,0,0,NA,NA,NA,V
2020,7,1504,drought,NA,6.5,3,1,1,0,0,15.31526419,NA,2.72884999,NA,0,0,NA,NA,NA,V
2021,7,1504,drought,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
